contigName	contigLen	totalAvgDepth	Patl_draftAssembly_includesContamination.fasta.mapped.sorted.bam	Patl_draftAssembly_includesContamination.fasta.mapped.sorted.bam-var
NODE_20618_length_381_cov_0.649306	381	4.15152	4.15152	1.49434
NODE_20619_length_381_cov_0.625	381	2.41991	2.41991	2.03595
NODE_20620_length_381_cov_0.59375	381	3.06926	3.06926	0.525617
NODE_20621_length_381_cov_0.548611	381	4.04762	4.04762	0.549895
NODE_20622_length_381_cov_0.541667	381	2.24675	2.24675	0.760588
NODE_20623_length_381_cov_0.454861	381	4.91775	4.91775	1.51059
NODE_20624_length_381_cov_0.444444	381	2.27273	2.27273	0.686166
NODE_20625_length_381_cov_0.440972	381	1.51082	1.51082	0.25097
NODE_20626_length_381_cov_0.420139	381	2.31602	2.31602	0.817092
NODE_20627_length_380_cov_2.99652	380	4.71304	4.71304	2.72952
NODE_20628_length_380_cov_2.1115	380	10.9217	10.9217	4.27333
NODE_20629_length_380_cov_1.16376	380	5.97826	5.97826	3.24406
NODE_20630_length_380_cov_1.14634	380	8.06522	8.06522	2.34944
NODE_20631_length_380_cov_1.03484	380	5.14348	5.14348	1.11033
NODE_20632_length_380_cov_1	380	4.06087	4.06087	0.703704
NODE_20633_length_380_cov_0.836237	380	5.13043	5.13043	2.00911
NODE_20634_length_380_cov_0.815331	380	2.79565	2.79565	1.08906
NODE_20635_length_380_cov_0.804878	380	4.54348	4.54348	3.85618
NODE_20636_length_380_cov_0.787456	380	2.89565	2.89565	1.56985
NODE_20637_length_380_cov_0.773519	380	4.52609	4.52609	1.24604
NODE_20638_length_380_cov_0.770035	380	2.28261	2.28261	0.535503
NODE_20639_length_380_cov_0.763066	380	4.44783	4.44783	2.16975
NODE_20640_length_380_cov_0.728223	380	4.08261	4.08261	1.33376
NODE_20641_length_380_cov_0.662021	380	2.43478	2.43478	0.831974
NODE_20642_length_380_cov_0.658537	380	3.73913	3.73913	2.26353
NODE_20643_length_380_cov_0.641115	380	2.48261	2.48261	0.250788
NODE_20644_length_380_cov_0.620209	380	2.25652	2.25652	0.532163
NODE_20645_length_380_cov_0.592334	380	3.63043	3.63043	0.810423
NODE_20646_length_380_cov_0.56446	380	4.27826	4.27826	2.21917
NODE_20647_length_380_cov_0.547038	380	2.28261	2.28261	0.954717
NODE_20648_length_380_cov_0.543554	380	2.6087	2.6087	0.815646
NODE_20649_length_380_cov_0.526132	380	1.51739	1.51739	2.04119
NODE_20650_length_380_cov_0.515679	380	3.28696	3.28696	1.29721
NODE_20651_length_380_cov_0.498258	380	3.0913	3.0913	0.886824
NODE_20652_length_380_cov_0.43554	380	2.31739	2.31739	0.925026
NODE_20653_length_379_cov_8.78671	379	43.1441	43.1441	32.4923
NODE_20654_length_379_cov_3.63287	379	5.80786	5.80786	1.94538
NODE_20655_length_379_cov_2.41958	379	9.83406	9.83406	3.0776
NODE_20656_length_379_cov_2.27273	379	5.18777	5.18777	2.39002
NODE_20657_length_379_cov_1.8007	379	8.00873	8.00873	1.67536
NODE_20658_length_379_cov_1.43357	379	10.0044	10.0044	7.1184
NODE_20659_length_379_cov_1.31119	379	6.9476	6.9476	3.59373
NODE_20660_length_379_cov_1.13287	379	6.89083	6.89083	13.4924
NODE_20661_length_379_cov_1.02797	379	4.71179	4.71179	7.58323
NODE_20662_length_379_cov_0.98951	379	3.51528	3.51528	0.733319
NODE_20663_length_379_cov_0.982517	379	3.25328	3.25328	0.768903
NODE_20664_length_379_cov_0.972028	379	4.92576	4.92576	4.44621
NODE_20665_length_379_cov_0.961538	379	8.93886	8.93886	10.9085
NODE_20666_length_379_cov_0.91958	379	4.9083	4.9083	3.56613
NODE_20667_length_379_cov_0.888112	379	5.12227	5.12227	2.74814
NODE_20668_length_379_cov_0.884615	379	4.63755	4.63755	0.76718
NODE_20669_length_379_cov_0.881119	379	5.15284	5.15284	1.36689
NODE_20670_length_379_cov_0.867133	379	3.79039	3.79039	0.85061
NODE_20671_length_379_cov_0.86014	379	4.32314	4.32314	2.72846
NODE_20672_length_379_cov_0.835664	379	4.88646	4.88646	0.802842
NODE_20673_length_379_cov_0.77972	379	2.9083	2.9083	0.952079
NODE_20674_length_379_cov_0.772727	379	2.96943	2.96943	0.845553
NODE_20675_length_379_cov_0.765734	379	4.69432	4.69432	1.32721
NODE_20676_length_379_cov_0.625874	379	3.29258	3.29258	1.49736
NODE_20677_length_379_cov_0.573427	379	3.53712	3.53712	0.609361
NODE_20678_length_379_cov_0.555944	379	3.0393	3.0393	0.792308
NODE_20679_length_379_cov_0.552448	379	2.27074	2.27074	0.207079
NODE_20680_length_379_cov_0.538462	379	2.08734	2.08734	0.509882
NODE_20681_length_379_cov_0.534965	379	2.83843	2.83843	1.48693
NODE_20682_length_379_cov_0.520979	379	2.37118	2.37118	0.567761
NODE_20683_length_379_cov_0.5	379	3.0131	3.0131	0.460353
NODE_20684_length_379_cov_0.454545	379	2.60262	2.60262	0.547537
NODE_20685_length_378_cov_2.50526	378	11.2719	11.2719	4.78916
NODE_20686_length_378_cov_1.51228	378	3.93421	3.93421	0.79301
NODE_20687_length_378_cov_1.35439	378	6.75877	6.75877	6.55389
NODE_20688_length_378_cov_1.31579	378	7.22807	7.22807	2.58212
NODE_20689_length_378_cov_1.2386	378	3.11842	3.11842	4.0608
NODE_20690_length_378_cov_1.2386	378	3.87719	3.87719	1.31525
NODE_20691_length_378_cov_1.21053	378	0.627193	0.627193	0.67538
NODE_20692_length_378_cov_1.11579	378	5.46491	5.46491	0.840172
NODE_20693_length_378_cov_1.11579	378	7.76754	7.76754	1.31577
NODE_20694_length_378_cov_1.0386	378	6.34211	6.34211	3.82958
NODE_20695_length_378_cov_1.00351	378	5.46053	5.46053	1.51826
NODE_20696_length_378_cov_0.968421	378	7.3114	7.3114	7.06999
NODE_20697_length_378_cov_0.884211	378	3.17105	3.17105	0.521273
NODE_20698_length_378_cov_0.880702	378	5.68421	5.68421	1.57385
NODE_20699_length_378_cov_0.877193	378	3.78509	3.78509	1.05934
NODE_20700_length_378_cov_0.859649	378	3.30702	3.30702	0.460391
NODE_20701_length_378_cov_0.859649	378	4.71491	4.71491	1.93158
NODE_20702_length_378_cov_0.82807	378	2.65351	2.65351	1.24946
NODE_20703_length_378_cov_0.803509	378	4.19298	4.19298	0.491227
NODE_20704_length_378_cov_0.796491	378	4.26316	4.26316	1.50754
NODE_20705_length_378_cov_0.782456	378	3.28947	3.28947	0.647115
NODE_20706_length_378_cov_0.775439	378	3.16228	3.16228	0.427294
NODE_20707_length_378_cov_0.761404	378	3.02193	3.02193	0.99952
NODE_20708_length_378_cov_0.750877	378	2.83333	2.83333	0.853154
NODE_20709_length_378_cov_0.74386	378	5.3114	5.3114	1.02595
NODE_20710_length_378_cov_0.726316	378	4.89912	4.89912	3.65057
NODE_20711_length_378_cov_0.726316	378	2.72807	2.72807	0.26053
NODE_20712_length_378_cov_0.715789	378	3.76316	3.76316	0.930443
NODE_20713_length_378_cov_0.691228	378	3.73684	3.73684	1.32251
NODE_20714_length_378_cov_0.687719	378	2.83772	2.83772	1.91628
NODE_20715_length_378_cov_0.670175	378	2.58333	2.58333	0.252937
NODE_20716_length_378_cov_0.642105	378	4.34649	4.34649	2.30673
NODE_20717_length_378_cov_0.631579	378	3.5307	3.5307	1.15765
NODE_20718_length_378_cov_0.62807	378	4.64474	4.64474	0.987768
NODE_20719_length_378_cov_0.610526	378	2.66228	2.66228	0.242272
NODE_20720_length_378_cov_0.592982	378	4.44737	4.44737	2.7329
NODE_20721_length_378_cov_0.554386	378	3.05702	3.05702	1.14652
NODE_20722_length_378_cov_0.554386	378	1.75439	1.75439	0.221346
NODE_20723_length_378_cov_0.533333	378	3.60965	3.60965	1.11127
NODE_20724_length_378_cov_0.431579	378	2.2807	2.2807	0.616895
NODE_20725_length_378_cov_0.305263	378	1.54825	1.54825	0.248763
NODE_20726_length_377_cov_48.4859	377	275.463	275.463	2780.73
NODE_20727_length_377_cov_1.9507	377	2.12775	2.12775	1.68715
NODE_20728_length_377_cov_1.90845	377	10.4185	10.4185	2.32408
NODE_20729_length_377_cov_1.76056	377	2.36564	2.36564	2.54271
NODE_20730_length_377_cov_1.46127	377	6.21145	6.21145	5.0082
NODE_20731_length_377_cov_1.43662	377	6.15418	6.15418	2.13099
NODE_20732_length_377_cov_1.40141	377	5.95154	5.95154	2.95782
NODE_20733_length_377_cov_1.32394	377	4.32159	4.32159	6.23684
NODE_20734_length_377_cov_1.16549	377	5.12335	5.12335	3.95817
NODE_20735_length_377_cov_1.15493	377	7.35683	7.35683	5.62875
NODE_20736_length_377_cov_1.13732	377	4.34802	4.34802	1.77658
NODE_20737_length_377_cov_1.11268	377	5.99559	5.99559	1.0575
NODE_20738_length_377_cov_1.09507	377	6.85022	6.85022	2.99517
NODE_20739_length_377_cov_1.09507	377	4.35242	4.35242	1.57436
NODE_20740_length_377_cov_1.02113	377	5.2467	5.2467	2.60259
NODE_20741_length_377_cov_0.992958	377	3.8326	3.8326	1.25504
NODE_20742_length_377_cov_0.975352	377	5.04405	5.04405	2.64407
NODE_20743_length_377_cov_0.894366	377	4.10132	4.10132	0.808272
NODE_20744_length_377_cov_0.869718	377	3.65198	3.65198	0.997816
NODE_20745_length_377_cov_0.823944	377	3.56388	3.56388	0.521343
NODE_20746_length_377_cov_0.81338	377	3.35683	3.35683	1.08007
NODE_20747_length_377_cov_0.81338	377	4.44934	4.44934	1.19543
NODE_20748_length_377_cov_0.795775	377	3.77974	3.77974	1.92472
NODE_20749_length_377_cov_0.785211	377	3.77974	3.77974	1.48224
NODE_20750_length_377_cov_0.774648	377	2.97357	2.97357	0.9816
NODE_20751_length_377_cov_0.771127	377	3.66079	3.66079	1.9508
NODE_20752_length_377_cov_0.771127	377	3.36564	3.36564	1.84359
NODE_20753_length_377_cov_0.757042	377	4.14537	4.14537	0.629216
NODE_20754_length_377_cov_0.75	377	3.92511	3.92511	1.97225
NODE_20755_length_377_cov_0.732394	377	3.91189	3.91189	1.61167
NODE_20756_length_377_cov_0.725352	377	5.53745	5.53745	3.87801
NODE_20757_length_377_cov_0.71831	377	3.14537	3.14537	1.39028
NODE_20758_length_377_cov_0.71831	377	3.69604	3.69604	1.3718
NODE_20759_length_377_cov_0.711268	377	3.70485	3.70485	1.22666
NODE_20760_length_377_cov_0.707746	377	2.55507	2.55507	1.66399
NODE_20761_length_377_cov_0.697183	377	5.71366	5.71366	1.00171
NODE_20762_length_377_cov_0.672535	377	3.02643	3.02643	0.707264
NODE_20763_length_377_cov_0.623239	377	3.61233	3.61233	1.32693
NODE_20764_length_377_cov_0.616197	377	3.27753	3.27753	1.29874
NODE_20765_length_377_cov_0.612676	377	4.28634	4.28634	3.31146
NODE_20766_length_377_cov_0.559859	377	2.22467	2.22467	0.23691
NODE_20767_length_377_cov_0.559859	377	3.77093	3.77093	0.59331
NODE_20768_length_377_cov_0.507042	377	3.89868	3.89868	4.42774
NODE_20769_length_377_cov_0.496479	377	3.78414	3.78414	1.02842
NODE_20770_length_377_cov_0.492958	377	2.30837	2.30837	0.373515
NODE_20771_length_377_cov_0.443662	377	2.59912	2.59912	0.550972
NODE_20772_length_377_cov_0.43662	377	2.97357	2.97357	2.04354
NODE_20773_length_377_cov_0.419014	377	3.55066	3.55066	0.921095
NODE_20774_length_377_cov_0.257042	377	0.572687	0.572687	0.688278
NODE_20775_length_377_cov_0.211268	377	2.26872	2.26872	3.04693
NODE_20776_length_376_cov_123.205	376	447.814	447.814	9620.14
NODE_20777_length_376_cov_2.48057	376	5.04425	5.04425	0.744701
NODE_20778_length_376_cov_2.4735	376	11.8628	11.8628	34.8566
NODE_20779_length_376_cov_1.98233	376	10.885	10.885	4.60893
NODE_20780_length_376_cov_1.83039	376	9.18584	9.18584	9.68087
NODE_20781_length_376_cov_1.71025	376	3.84956	3.84956	2.36838
NODE_20782_length_376_cov_1.54064	376	3.56637	3.56637	1.28669
NODE_20783_length_376_cov_1.23675	376	7.84513	7.84513	2.38925
NODE_20784_length_376_cov_1.10601	376	4.46903	4.46903	2.32126
NODE_20785_length_376_cov_1.06714	376	6.73894	6.73894	6.39822
NODE_20786_length_376_cov_1.0212	376	4.55752	4.55752	4.12334
NODE_20787_length_376_cov_1.0106	376	3.26991	3.26991	1.36238
NODE_20788_length_376_cov_1.00353	376	4.12832	4.12832	2.32569
NODE_20789_length_376_cov_0.883392	376	9.78761	9.78761	7.35024
NODE_20790_length_376_cov_0.858657	376	3.41593	3.41593	2.27957
NODE_20791_length_376_cov_0.858657	376	2.70796	2.70796	1.90544
NODE_20792_length_376_cov_0.844523	376	4.64159	4.64159	2.88876
NODE_20793_length_376_cov_0.833922	376	5.08407	5.08407	1.78402
NODE_20794_length_376_cov_0.805654	376	2.56637	2.56637	0.273353
NODE_20795_length_376_cov_0.805654	376	5.81416	5.81416	6.6853
NODE_20796_length_376_cov_0.80212	376	3.4469	3.4469	0.523835
NODE_20797_length_376_cov_0.784452	376	3.81858	3.81858	1.22472
NODE_20798_length_376_cov_0.706714	376	2.63717	2.63717	0.374434
NODE_20799_length_376_cov_0.706714	376	2.29204	2.29204	1.12323
NODE_20800_length_376_cov_0.699647	376	1.52655	1.52655	1.65485
NODE_20801_length_376_cov_0.696113	376	3.30088	3.30088	1.06462
NODE_20802_length_376_cov_0.674912	376	2.87168	2.87168	0.361238
NODE_20803_length_376_cov_0.667845	376	2.59292	2.59292	1.35355
NODE_20804_length_376_cov_0.667845	376	2.83186	2.83186	0.638269
NODE_20805_length_376_cov_0.664311	376	2.61504	2.61504	0.673374
NODE_20806_length_376_cov_0.664311	376	3.67257	3.67257	1.01231
NODE_20807_length_376_cov_0.64311	376	2.65487	2.65487	1.53369
NODE_20808_length_376_cov_0.636042	376	4.13717	4.13717	4.07443
NODE_20809_length_376_cov_0.628975	376	3.51327	3.51327	1.01538
NODE_20810_length_376_cov_0.575972	376	3.69027	3.69027	1.01475
NODE_20811_length_376_cov_0.551237	376	2.04867	2.04867	0.517621
NODE_20812_length_376_cov_0.533569	376	2.37611	2.37611	0.315694
NODE_20813_length_376_cov_0.533569	376	1.83628	1.83628	0.537522
NODE_20814_length_376_cov_0.491166	376	3.34071	3.34071	0.776736
NODE_20815_length_376_cov_0.487633	376	3.15487	3.15487	0.620354
NODE_20816_length_376_cov_0.438163	376	3.63717	3.63717	1.33444
NODE_20817_length_375_cov_1.82979	375	8.31111	8.31111	10.0992
NODE_20818_length_375_cov_1.43617	375	2.30222	2.30222	0.43504
NODE_20819_length_375_cov_1.23759	375	5.77333	5.77333	2.88142
NODE_20820_length_375_cov_1.10638	375	5.92444	5.92444	6.65943
NODE_20821_length_375_cov_1.06738	375	3.83556	3.83556	0.771943
NODE_20822_length_375_cov_1.06383	375	6.84	6.84	9.42964
NODE_20823_length_375_cov_1.02837	375	5.43111	5.43111	3.55885
NODE_20824_length_375_cov_1	375	3.31556	3.31556	1.32409
NODE_20825_length_375_cov_0.897163	375	3.90222	3.90222	4.31183
NODE_20826_length_375_cov_0.879433	375	4.43111	4.43111	0.915994
NODE_20827_length_375_cov_0.879433	375	5.10667	5.10667	1.66715
NODE_20828_length_375_cov_0.815603	375	3.91556	3.91556	0.550874
NODE_20829_length_375_cov_0.787234	375	3.85333	3.85333	0.741787
NODE_20830_length_375_cov_0.783688	375	4.13778	4.13778	2.12825
NODE_20831_length_375_cov_0.783688	375	2.63556	2.63556	0.482659
NODE_20832_length_375_cov_0.780142	375	3.31111	3.31111	1.28671
NODE_20833_length_375_cov_0.780142	375	3.90222	3.90222	2.02611
NODE_20834_length_375_cov_0.72695	375	3.87111	3.87111	1.72885
NODE_20835_length_375_cov_0.680851	375	4.18222	4.18222	1.48897
NODE_20836_length_375_cov_0.677305	375	4.32889	4.32889	0.57885
NODE_20837_length_375_cov_0.677305	375	2.54667	2.54667	0.275715
NODE_20838_length_375_cov_0.673759	375	2.76	2.76	3.07607
NODE_20839_length_375_cov_0.663121	375	3.40444	3.40444	1.3223
NODE_20840_length_375_cov_0.656028	375	3.40444	3.40444	3.84909
NODE_20841_length_375_cov_0.64539	375	4.73778	4.73778	2.81039
NODE_20842_length_375_cov_0.617021	375	3.42222	3.42222	1.04861
NODE_20843_length_375_cov_0.602837	375	3.11111	3.11111	0.456348
NODE_20844_length_375_cov_0.585106	375	3.00444	3.00444	2.45087
NODE_20845_length_375_cov_0.585106	375	2.82667	2.82667	0.581429
NODE_20846_length_375_cov_0.578014	375	3	3	2.57143
NODE_20847_length_375_cov_0.567376	375	2.74667	2.74667	1.01143
NODE_20848_length_375_cov_0.560284	375	2.88444	2.88444	0.575872
NODE_20849_length_375_cov_0.539007	375	2.79556	2.79556	1.38659
NODE_20850_length_375_cov_0.507092	375	2.65778	2.65778	1.30647
NODE_20851_length_375_cov_0.503546	375	3.53778	3.53778	0.535395
NODE_20852_length_375_cov_0.439716	375	2.46222	2.46222	0.437182
NODE_20853_length_375_cov_0.390071	375	1.61333	1.61333	0.238214
NODE_20854_length_374_cov_2.78292	374	20.3393	20.3393	13.6153
NODE_20855_length_374_cov_2.65125	374	15.6429	15.6429	6.34721
NODE_20856_length_374_cov_1.64769	374	8.14732	8.14732	9.78538
NODE_20857_length_374_cov_1.45552	374	6.94196	6.94196	4.80827
NODE_20858_length_374_cov_1.39502	374	5.71875	5.71875	4.38243
NODE_20859_length_374_cov_1.35587	374	6.95982	6.95982	11.4557
NODE_20860_length_374_cov_1.24911	374	1.75	1.75	2.22422
NODE_20861_length_374_cov_1.15302	374	4.63839	4.63839	3.95386
NODE_20862_length_374_cov_1.13167	374	6.83036	6.83036	6.09665
NODE_20863_length_374_cov_1.1032	374	6.49554	6.49554	2.38563
NODE_20864_length_374_cov_1.09609	374	6.51339	6.51339	3.38099
NODE_20865_length_374_cov_1.02847	374	5.95982	5.95982	5.98492
NODE_20866_length_374_cov_0.907473	374	5.39732	5.39732	1.42439
NODE_20867_length_374_cov_0.793594	374	3.07143	3.07143	0.793082
NODE_20868_length_374_cov_0.793594	374	3.02232	3.02232	0.255105
NODE_20869_length_374_cov_0.782918	374	3.36161	3.36161	0.787937
NODE_20870_length_374_cov_0.779359	374	3.92411	3.92411	0.644438
NODE_20871_length_374_cov_0.729537	374	3.37054	3.37054	1.84863
NODE_20872_length_374_cov_0.654804	374	2.85268	2.85268	0.807796
NODE_20873_length_374_cov_0.629893	374	3.25893	3.25893	0.623238
NODE_20874_length_374_cov_0.622776	374	4.14732	4.14732	0.861606
NODE_20875_length_374_cov_0.615658	374	4.03571	4.03571	0.626521
NODE_20876_length_374_cov_0.597865	374	4.49554	4.49554	0.995496
NODE_20877_length_374_cov_0.565836	374	2.64286	2.64286	0.230621
NODE_20878_length_374_cov_0.565836	374	3.01339	3.01339	1.8339
NODE_20879_length_374_cov_0.558719	374	2.68304	2.68304	0.630026
NODE_20880_length_374_cov_0.508897	374	1.09821	1.09821	0.160714
NODE_20881_length_374_cov_0.487544	374	4.41071	4.41071	0.682576
NODE_20882_length_373_cov_3.68571	373	7.9148	7.9148	1.64586
NODE_20883_length_373_cov_3.10714	373	2.98655	2.98655	1.1845
NODE_20884_length_373_cov_2.16429	373	10.3004	10.3004	9.93184
NODE_20885_length_373_cov_1.39286	373	7.94619	7.94619	2.29438
NODE_20886_length_373_cov_1.21786	373	5.49776	5.49776	6.7376
NODE_20887_length_373_cov_1.20714	373	6.95964	6.95964	4.94881
NODE_20888_length_373_cov_1.18929	373	5.0583	5.0583	1.17226
NODE_20889_length_373_cov_1.17857	373	5.73543	5.73543	0.781035
NODE_20890_length_373_cov_1.12857	373	4.62332	4.62332	1.0827
NODE_20891_length_373_cov_1.01429	373	5.6009	5.6009	8.09675
NODE_20892_length_373_cov_0.917857	373	5.2287	5.2287	1.41143
NODE_20893_length_373_cov_0.907143	373	6	6	3.18919
NODE_20894_length_373_cov_0.903571	373	4.34081	4.34081	3.27972
NODE_20895_length_373_cov_0.896429	373	4.51121	4.51121	0.935685
NODE_20896_length_373_cov_0.889286	373	3.20179	3.20179	0.846484
NODE_20897_length_373_cov_0.889286	373	4.04036	4.04036	2.57944
NODE_20898_length_373_cov_0.828571	373	2.95067	2.95067	6.47054
NODE_20899_length_373_cov_0.789286	373	3.41256	3.41256	0.450654
NODE_20900_length_373_cov_0.789286	373	2.99552	2.99552	0.644124
NODE_20901_length_373_cov_0.789286	373	3	3	1.87387
NODE_20902_length_373_cov_0.778571	373	3.01794	3.01794	0.522198
NODE_20903_length_373_cov_0.685714	373	2.62332	2.62332	0.262877
NODE_20904_length_373_cov_0.685714	373	2.9417	2.9417	0.469559
NODE_20905_length_373_cov_0.682143	373	2.29596	2.29596	1.0021
NODE_20906_length_373_cov_0.667857	373	3.69955	3.69955	1.43635
NODE_20907_length_373_cov_0.657143	373	3.43498	3.43498	1.53517
NODE_20908_length_373_cov_0.610714	373	2.47085	2.47085	1.60163
NODE_20909_length_373_cov_0.560714	373	2.20628	2.20628	1.16447
NODE_20910_length_373_cov_0.557143	373	2.3139	2.3139	0.801923
NODE_20911_length_373_cov_0.539286	373	3.23767	3.23767	0.560376
NODE_20912_length_373_cov_0.535714	373	3.52018	3.52018	1.08855
NODE_20913_length_373_cov_0.535714	373	1.65022	1.65022	0.408637
NODE_20914_length_373_cov_0.510714	373	2.49776	2.49776	0.926795
NODE_20915_length_373_cov_0.482143	373	2.70404	2.70404	0.605704
NODE_20916_length_373_cov_0.453571	373	4.61435	4.61435	5.05781
NODE_20917_length_373_cov_0.45	373	1.56951	1.56951	0.246273
NODE_20918_length_373_cov_0.446429	373	1.97309	1.97309	0.404679
NODE_20919_length_372_cov_25.4122	372	213.374	213.374	1859.9
NODE_20920_length_372_cov_3.65591	372	7.2973	7.2973	1.95647
NODE_20921_length_372_cov_2.48029	372	5.68468	5.68468	0.58791
NODE_20922_length_372_cov_1.74194	372	2.64414	2.64414	2.51081
NODE_20923_length_372_cov_1.66667	372	9.20721	9.20721	7.03379
NODE_20924_length_372_cov_1.64875	372	6.74324	6.74324	2.76184
NODE_20925_length_372_cov_1.50896	372	6.86036	6.86036	4.08449
NODE_20926_length_372_cov_1.41577	372	6.62162	6.62162	1.81093
NODE_20927_length_372_cov_1.36918	372	5.60811	5.60811	2.62853
NODE_20928_length_372_cov_1.31541	372	2.51802	2.51802	0.676143
NODE_20929_length_372_cov_1.22222	372	6.16667	6.16667	1.59653
NODE_20930_length_372_cov_1.12545	372	3.00901	3.00901	0.253312
NODE_20931_length_372_cov_1.03943	372	4.71171	4.71171	1.49118
NODE_20932_length_372_cov_1.02509	372	4.04504	4.04504	2.54999
NODE_20933_length_372_cov_1.02151	372	4.2973	4.2973	3.04243
NODE_20934_length_372_cov_0.9319	372	5.3018	5.3018	1.1619
NODE_20935_length_372_cov_0.921147	372	3.52703	3.52703	1.38162
NODE_20936_length_372_cov_0.910394	372	4.6036	4.6036	0.928131
NODE_20937_length_372_cov_0.874552	372	3.27928	3.27928	1.01668
NODE_20938_length_372_cov_0.870968	372	4.81532	4.81532	2.4318
NODE_20939_length_372_cov_0.81362	372	4.71171	4.71171	0.613347
NODE_20940_length_372_cov_0.792115	372	2.2973	2.2973	0.671396
NODE_20941_length_372_cov_0.784946	372	3.36036	3.36036	1.08222
NODE_20942_length_372_cov_0.752688	372	3.35586	3.35586	2.04022
NODE_20943_length_372_cov_0.72043	372	3.41441	3.41441	1.76414
NODE_20944_length_372_cov_0.691756	372	2.82432	2.82432	0.697505
NODE_20945_length_372_cov_0.673835	372	2.1982	2.1982	0.394928
NODE_20946_length_372_cov_0.673835	372	3.40541	3.40541	1.51816
NODE_20947_length_372_cov_0.673835	372	4.21622	4.21622	3.02996
NODE_20948_length_372_cov_0.623656	372	2.93694	2.93694	0.367045
NODE_20949_length_372_cov_0.612903	372	2.54505	2.54505	0.502487
NODE_20950_length_372_cov_0.612903	372	2.87387	2.87387	0.454608
NODE_20951_length_372_cov_0.598566	372	3.00901	3.00901	0.579104
NODE_20952_length_372_cov_0.569892	372	2.7027	2.7027	0.88859
NODE_20953_length_372_cov_0.566308	372	4.18468	4.18468	0.757592
NODE_20954_length_372_cov_0.55914	372	2.32432	2.32432	0.410175
NODE_20955_length_372_cov_0.555556	372	3.26577	3.26577	0.775202
NODE_20956_length_372_cov_0.523297	372	2.63514	2.63514	0.992967
NODE_20957_length_372_cov_0.505376	372	2.63063	2.63063	1.52811
NODE_20958_length_372_cov_0.451613	372	3.40541	3.40541	1.51816
NODE_20959_length_371_cov_139.331	371	632.566	632.566	12081.3
NODE_20960_length_371_cov_2.20504	371	6.34842	6.34842	1.00078
NODE_20961_length_371_cov_2.1259	371	12.5475	12.5475	3.17614
NODE_20962_length_371_cov_1.93525	371	7.09502	7.09502	6.12274
NODE_20963_length_371_cov_1.42086	371	4.1991	4.1991	0.869273
NODE_20964_length_371_cov_1.41727	371	5.91855	5.91855	1.56606
NODE_20965_length_371_cov_1.33094	371	5.09502	5.09502	5.7864
NODE_20966_length_371_cov_1.19065	371	5.8371	5.8371	5.47334
NODE_20967_length_371_cov_1.15827	371	4.35294	4.35294	1.73851
NODE_20968_length_371_cov_1.03597	371	5.52489	5.52489	5.00504
NODE_20969_length_371_cov_0.992806	371	3.819	3.819	1.40345
NODE_20970_length_371_cov_0.935252	371	5.61991	5.61991	1.38215
NODE_20971_length_371_cov_0.928058	371	5.04072	5.04072	1.72106
NODE_20972_length_371_cov_0.920863	371	5.09955	5.09955	4.98094
NODE_20973_length_371_cov_0.913669	371	3.88688	3.88688	1.40078
NODE_20974_length_371_cov_0.895683	371	4.43439	4.43439	0.692266
NODE_20975_length_371_cov_0.841727	371	2.9638	2.9638	2.32596
NODE_20976_length_371_cov_0.805755	371	3.47511	3.47511	0.632332
NODE_20977_length_371_cov_0.780576	371	4.32579	4.32579	2.73884
NODE_20978_length_371_cov_0.73741	371	3.23982	3.23982	0.501315
NODE_20979_length_371_cov_0.733813	371	3.1991	3.1991	0.342
NODE_20980_length_371_cov_0.690647	371	6.27149	6.27149	3.37141
NODE_20981_length_371_cov_0.665468	371	3.71041	3.71041	1.39757
NODE_20982_length_371_cov_0.658273	371	2.54751	2.54751	0.839777
NODE_20983_length_371_cov_0.633094	371	1.9095	1.9095	0.291773
NODE_20984_length_371_cov_0.618705	371	4.04072	4.04072	2.60288
NODE_20985_length_371_cov_0.571942	371	2.50679	2.50679	1.02382
NODE_20986_length_371_cov_0.571942	371	2.93213	2.93213	0.690827
NODE_20987_length_371_cov_0.568345	371	3.38009	3.38009	0.491238
NODE_20988_length_371_cov_0.564748	371	2.29864	2.29864	0.810408
NODE_20989_length_371_cov_0.557554	371	4.23529	4.23529	2.20802
NODE_20990_length_371_cov_0.532374	371	3.35747	3.35747	1.38527
NODE_20991_length_371_cov_0.521583	371	3.01357	3.01357	1.41345
NODE_20992_length_371_cov_0.507194	371	4.01357	4.01357	1.05891
NODE_20993_length_371_cov_0.5	371	2.68326	2.68326	0.835583
NODE_20994_length_371_cov_0.47482	371	2.99548	2.99548	3.28634
NODE_20995_length_371_cov_0.438849	371	1.35294	1.35294	0.347594
NODE_20996_length_371_cov_0.435252	371	1.72851	1.72851	2.20777
NODE_20997_length_371_cov_0.402878	371	2.39367	2.39367	0.730689
NODE_20998_length_371_cov_0.399281	371	2.23077	2.23077	0.36923
NODE_20999_length_370_cov_3.59567	370	8.13182	8.13182	5.74054
NODE_21000_length_370_cov_1.59567	370	11.3182	11.3182	12.0627
NODE_21001_length_370_cov_1.27798	370	6.24091	6.24091	4.08326
NODE_21002_length_370_cov_1.02527	370	4.49091	4.49091	1.09124
NODE_21003_length_370_cov_1.01083	370	5.04545	5.04545	0.491076
NODE_21004_length_370_cov_1	370	5.2	5.2	4.75435
NODE_21005_length_370_cov_0.99278	370	4.53182	4.53182	1.58346
